"user_id","country","gender","device","test_group","conversion","total_spent"
"1018869","USA","Male","Android","Control","0","0.00"
"1018870","France","Male","Android","Treatment","0","0.00"
"1018871","Brazil","","Android","Control","0","0.00"
"1018872","USA","Male","Android","Control","0","0.00"
"1018873","Germany","Male","Android","Control","0","0.00"
"1018874","France","Male","Android","Control","0","0.00"
"1018875","Brazil","Male","Android","Treatment","0","0.00"
"1018876","Mexico","Female","Android","Treatment","0","0.00"
"1018877","Australia","Female","iOS","Control","0","0.00"
"1018878","Brazil","Female","iOS","Control","0","0.00"
"1018879","Germany","Female","Android","Control","0","0.00"
"1018880","Mexico","Male","Android","Control","0","0.00"
"1018881","USA","Male","Android","Treatment","0","0.00"
"1018882","Brazil","Male","Android","Control","0","0.00"
"1018883","Brazil","Female","Android","Treatment","0","0.00"
"1018885","Mexico","Male","iOS","Treatment","0","0.00"
"1018886","USA","Male","iOS","Treatment","0","0.00"
"1018887","Spain","Female","iOS","Treatment","0","0.00"
"1018888","USA","","Android","Treatment","0","0.00"
"1018889","France","Male","iOS","Treatment","0","0.00"
"1018890","USA","Male","Android","Treatment","0","0.00"
"1018891","Brazil","","Android","Control","0","0.00"
"1018892","USA","Female","Android","Treatment","0","0.00"
"1018893","Canada","","Android","Control","0","0.00"
"1018894","Spain","Male","Android","Control","0","0.00"
"1018895","Brazil","Male","Android","Control","0","0.00"
"1018896","Mexico","","Android","Treatment","0","0.00"
"1018897","Mexico","Female","Android","Treatment","0","0.00"
"1018898","Brazil","Male","Android","Treatment","0","0.00"
"1018899","Brazil","Female","iOS","Control","0","0.00"
"1018900","USA","Female","Android","Treatment","0","0.00"
"1018901","USA","Female","Android","Control","0","0.00"
"1018902","Brazil","Female","iOS","Control","0","0.00"
"1018903","Mexico","Male","Android","Treatment","0","0.00"
"1018904","Australia","Other","iOS","Treatment","0","0.00"
"1018905","USA","Female","iOS","Control","0","0.00"
"1018906","Mexico","","Android","Control","0","0.00"
"1018907","USA","Male","iOS","Control","0","0.00"
"1018909","Brazil","","iOS","Treatment","0","0.00"
"1018910","USA","Female","Android","Treatment","0","0.00"
"1018911","USA","Male","Android","Treatment","0","0.00"
"1018912","Spain","Male","iOS","Treatment","0","0.00"
"1018913","Brazil","Female","iOS","Control","0","0.00"
"1018914","Mexico","Male","iOS","Control","0","0.00"
"1018915","Mexico","Female","Android","Treatment","0","0.00"
"1018916","Turkey","Female","Android","Control","0","0.00"
"1018917","Brazil","","Android","Treatment","0","0.00"
"1018918","USA","Female","Android","Treatment","0","0.00"
"1018919","Mexico","Female","Android","Control","0","0.00"
"1018920","Turkey","Female","iOS","Treatment","0","0.00"
"1018921","USA","Male","Android","Control","0","0.00"
"1018922","USA","Female","Android","Treatment","0","0.00"
"1018923","USA","Male","Android","Treatment","0","0.00"
"1018925","Mexico","Female","Android","Control","0","0.00"
"1018926","USA","Female","iOS","Control","0","0.00"
"1018927","USA","Male","Android","Treatment","0","0.00"
"1018928","Brazil","Female","iOS","Control","0","0.00"
"1018929","Brazil","","Android","Treatment","0","0.00"
"1018930","Turkey","Female","Android","Control","0","0.00"
"1018931","USA","Other","Android","Treatment","0","0.00"
"1018932","Canada","Female","Android","Control","0","0.00"
"1018934","USA","Male","Android","Treatment","0","0.00"
"1018935","USA","Female","iOS","Control","0","0.00"
"1018936","Turkey","Male","Android","Treatment","0","0.00"
"1018937","USA","","Android","Control","0","0.00"
"1018938","Germany","Male","Android","Control","0","0.00"
"1018939","France","Female","Android","Control","0","0.00"
"1018940","Mexico","Female","Android","Control","0","0.00"
"1018941","Brazil","Female","iOS","Control","0","0.00"
"1018942","Germany","Male","Android","Control","0","0.00"
"1018943","Brazil","Male","iOS","Treatment","0","0.00"
"1018944","Brazil","","iOS","Control","0","0.00"
"1018946","Canada","Male","iOS","Treatment","0","0.00"
"1018947","USA","Female","iOS","Control","0","0.00"
"1018948","Mexico","Female","Android","Treatment","0","0.00"
"1018949","Brazil","Male","iOS","Treatment","0","0.00"
"1018950","United Kingdom","Male","Android","Control","0","0.00"
"1018951","Mexico","Male","Android","Control","0","0.00"
"1018952","Mexico","","Android","Control","0","0.00"
"1018953","Mexico","Other","Android","Treatment","0","0.00"
"1018954","USA","Female","Android","Treatment","0","0.00"
"1018955","Brazil","Other","Android","Control","0","0.00"
"1018956","USA","Male","iOS","Treatment","0","0.00"
"1018958","United Kingdom","Male","Android","Treatment","0","0.00"
"1018959","Mexico","Female","iOS","Treatment","0","0.00"
"1018960","USA","Female","Android","Treatment","0","0.00"
"1018961","Brazil","Female","iOS","Control","0","0.00"
"1018962","Germany","Male","Android","Treatment","0","0.00"
"1018963","Canada","Male","iOS","Control","0","0.00"
"1018964","Brazil","Female","Android","Control","0","0.00"
"1018965","Turkey","Male","Android","Treatment","0","0.00"
"1018966","USA","Female","Android","Control","0","0.00"
"1018967","Turkey","Male","iOS","Treatment","0","0.00"
"1018968","Germany","Male","Android","Control","0","0.00"
"1018969","Canada","Female","iOS","Treatment","0","0.00"
"1018971","USA","Female","Android","Control","0","0.00"
"1018972","USA","","Android","Treatment","0","0.00"
"1018973","Brazil","Female","Android","Control","0","0.00"
"1018974","USA","Female","Android","Treatment","0","0.00"
"1018975","United Kingdom","Male","iOS","Treatment","0","0.00"
"1018976","USA","Male","Android","Treatment","0","0.00"
"1018977","Germany","Female","Android","Treatment","0","0.00"
"1018978","Turkey","Other","iOS","Treatment","0","0.00"
"1018979","","Female","Android","Control","0","0.00"
"1018980","USA","Male","Android","Treatment","0","0.00"
"1018981","Germany","Male","Android","Treatment","0","0.00"
"1018982","USA","Female","Android","Treatment","0","0.00"
"1018983","Mexico","Female","Android","Treatment","0","0.00"
"1018984","Brazil","Male","Android","Control","0","0.00"
"1018985","Brazil","","iOS","Control","0","0.00"
"1018986","USA","Male","iOS","Treatment","0","0.00"
"1018987","Germany","Female","Android","Control","0","0.00"
"1018989","Canada","","iOS","Control","0","0.00"
"1018990","Australia","Other","Android","Control","0","0.00"
"1018991","Spain","Female","iOS","Control","0","0.00"
"1018992","Germany","","iOS","Treatment","0","0.00"
"1018993","Germany","Female","iOS","Treatment","0","0.00"
"1018994","Mexico","Male","Android","Control","0","0.00"
"1018996","USA","Female","Android","Control","0","0.00"
"1018997","Germany","Male","Android","Treatment","0","0.00"
"1018998","USA","Female","iOS","Treatment","0","0.00"
"1018999","USA","Male","Android","Treatment","0","0.00"
"1019000","Mexico","Male","Android","Treatment","0","0.00"
"1019003","Turkey","Female","iOS","Treatment","0","0.00"
"1019005","Mexico","Female","iOS","Treatment","0","0.00"
"1019006","Mexico","Male","iOS","Treatment","0","0.00"
"1019007","Turkey","Male","iOS","Control","0","0.00"
"1019008","Spain","Female","Android","Control","0","0.00"
"1019009","France","Male","iOS","Control","0","0.00"
"1019010","Canada","Female","Android","Control","0","0.00"
"1019011","Brazil","Male","iOS","Treatment","0","0.00"
"1019012","Mexico","","Android","Treatment","0","0.00"
"1019013","United Kingdom","Male","Android","Treatment","0","0.00"
"1019014","Germany","Female","iOS","Control","0","0.00"
"1019015","USA","Other","Android","Control","0","0.00"
"1019016","USA","Male","iOS","Control","0","0.00"
"1019017","United Kingdom","Female","Android","Control","0","0.00"
"1019018","Turkey","Male","Android","Control","0","0.00"
"1019019","United Kingdom","Female","iOS","Control","0","0.00"
"1019020","Mexico","Male","Android","Treatment","0","0.00"
"1019022","USA","Female","Android","Treatment","0","0.00"
"1019023","","Female","Android","Control","0","0.00"
"1019024","USA","Male","Android","Treatment","0","0.00"
"1019025","Brazil","Female","iOS","Control","0","0.00"
"1019026","Brazil","Male","Android","Treatment","0","0.00"
"1019027","Brazil","Male","iOS","Control","0","0.00"
"1019028","Turkey","Female","iOS","Treatment","0","0.00"
"1019029","United Kingdom","Male","iOS","Control","0","0.00"
"1019030","Brazil","","Android","Control","0","0.00"
"1019031","Brazil","Female","Android","Control","0","0.00"
"1019032","Brazil","Female","iOS","Treatment","0","0.00"
"1019034","Mexico","Male","Android","Treatment","0","0.00"
"1019035","Mexico","Male","Android","Treatment","0","0.00"
"1019036","USA","Other","Android","Treatment","0","0.00"
"1019037","USA","","iOS","Control","0","0.00"
"1019038","Mexico","Female","Android","Control","0","0.00"
"1019039","Brazil","Female","Android","Treatment","0","0.00"
"1019040","USA","Female","Android","Control","0","0.00"
"1019041","Mexico","Female","Android","Treatment","0","0.00"
"1019042","France","Female","iOS","Control","0","0.00"
"1019043","USA","Male","iOS","Control","0","0.00"
"1019044","USA","Male","Android","Control","0","0.00"
"1019045","USA","Female","Android","Control","0","0.00"
"1019046","France","Female","","Control","0","0.00"
"1019047","Germany","Male","Android","Treatment","0","0.00"
"1019048","USA","Female","iOS","Control","0","0.00"
"1019049","Turkey","Female","Android","Control","0","0.00"
"1019050","USA","Female","Android","Control","0","0.00"
"1019051","Mexico","Female","iOS","Treatment","0","0.00"
"1019052","Turkey","Female","iOS","Control","0","0.00"
"1019053","USA","Female","iOS","Treatment","0","0.00"
"1019054","Mexico","Male","Android","Control","0","0.00"
"1019055","Brazil","Female","Android","Control","0","0.00"
"1019056","Mexico","Female","Android","Control","0","0.00"
"1019057","Turkey","Female","iOS","Control","0","0.00"
"1019058","Brazil","Male","Android","Control","0","0.00"
"1019059","USA","Female","iOS","Treatment","0","0.00"
"1019060","Brazil","Female","Android","Control","0","0.00"
"1019061","Brazil","Male","Android","Treatment","0","0.00"
"1019062","USA","Male","Android","Treatment","0","0.00"
"1019063","United Kingdom","Male","iOS","Control","0","0.00"
"1019064","USA","Male","iOS","Treatment","0","0.00"
"1019066","Canada","Male","Android","Treatment","0","0.00"
"1019067","United Kingdom","Female","Android","Treatment","0","0.00"
"1019068","Turkey","Female","Android","Treatment","0","0.00"
"1019069","USA","Female","iOS","Control","0","0.00"
"1019070","USA","Female","Android","Control","0","0.00"
"1019071","USA","Male","Android","Control","0","0.00"
"1019072","Brazil","Female","Android","Control","0","0.00"
"1019073","Germany","Male","Android","Control","0","0.00"
"1019074","United Kingdom","Female","Android","Control","0","0.00"
"1019076","USA","Male","Android","Control","0","0.00"
"1019077","Turkey","Female","Android","Control","0","0.00"
"1019078","Mexico","Male","iOS","Treatment","0","0.00"
"1019079","Turkey","Male","Android","Treatment","0","0.00"
"1019080","Brazil","Female","Android","Treatment","0","0.00"
"1019081","France","Male","iOS","Control","0","0.00"
"1019082","Turkey","Female","Android","Treatment","0","0.00"
"1019083","Canada","Female","Android","Treatment","0","0.00"
"1019084","Brazil","Male","iOS","Treatment","0","0.00"
"1019085","USA","Female","Android","Treatment","0","0.00"
"1019086","Turkey","Male","Android","Control","0","0.00"
"1019087","USA","Female","iOS","Control","0","0.00"
"1019088","Turkey","Male","Android","Treatment","0","0.00"
"1019089","USA","Male","iOS","Control","0","0.00"
"1019090","Brazil","Female","Android","Treatment","0","0.00"
"1019091","Mexico","Male","Android","Control","0","0.00"
"1019092","Mexico","Male","Android","Treatment","0","0.00"
"1019093","Brazil","Male","Android","Control","0","0.00"
"1019094","Brazil","Female","iOS","Control","0","0.00"
"1019095","USA","","Android","Control","0","0.00"
"1019096","Brazil","Male","iOS","Control","0","0.00"
"1019097","Mexico","Female","Android","Treatment","0","0.00"
"1019098","Germany","Female","Android","Treatment","0","0.00"
"1019099","Brazil","Male","Android","Control","0","0.00"
"1019100","USA","Female","iOS","Control","0","0.00"
"1019101","USA","Male","Android","Control","0","0.00"
"1019102","Spain","Female","iOS","Treatment","0","0.00"
"1019103","USA","Other","Android","Treatment","0","0.00"
"1019104","Turkey","Male","iOS","Treatment","0","0.00"
"1019105","Brazil","Male","iOS","Treatment","0","0.00"
"1019106","Australia","Female","Android","Treatment","0","0.00"
"1019107","Turkey","Female","iOS","Treatment","0","0.00"
"1019108","Spain","","iOS","Control","0","0.00"
"1019109","Brazil","","Android","Treatment","0","0.00"
"1019111","Brazil","Male","Android","Treatment","0","0.00"
"1019112","Brazil","Male","Android","Control","0","0.00"
"1019113","United Kingdom","Female","Android","Control","0","0.00"
"1019114","Brazil","Male","Android","Treatment","0","0.00"
"1019115","France","Female","Android","Treatment","0","0.00"
"1019116","USA","Male","Android","Control","0","0.00"
"1019117","France","","Android","Treatment","0","0.00"
"1019119","Germany","","Android","Treatment","0","0.00"
"1019120","USA","Male","iOS","Treatment","0","0.00"
"1019121","Australia","","iOS","Treatment","0","0.00"
"1019122","USA","Male","Android","Control","0","0.00"
"1019123","USA","Male","iOS","Treatment","0","0.00"
"1019124","USA","Other","Android","Control","0","0.00"
"1019125","USA","Male","Android","Treatment","0","0.00"
"1019126","USA","Male","iOS","Treatment","0","0.00"
"1019127","Brazil","Female","Android","Control","0","0.00"
"1019128","France","","iOS","Control","0","0.00"
"1019129","Spain","","Android","Control","0","0.00"
"1019130","USA","Male","iOS","Control","0","0.00"
"1019131","Brazil","Female","Android","Treatment","0","0.00"
"1019132","Mexico","Male","Android","Treatment","0","0.00"
"1019133","USA","Female","Android","Treatment","0","0.00"
"1019134","Mexico","Female","Android","Treatment","0","0.00"
"1019135","United Kingdom","","Android","Treatment","0","0.00"
"1019136","Brazil","Male","Android","Control","0","0.00"
"1019137","USA","Female","iOS","Treatment","0","0.00"
"1019138","Brazil","Male","Android","Treatment","0","0.00"
"1019140","Brazil","Female","iOS","Treatment","0","0.00"
"1019141","Turkey","Male","Android","Control","0","0.00"
"1019142","Brazil","Male","iOS","Control","0","0.00"
"1019143","USA","Male","Android","Treatment","0","0.00"
"1019144","Brazil","Male","iOS","Treatment","0","0.00"
"1019145","Brazil","Female","Android","Treatment","0","0.00"
"1019146","United Kingdom","Male","iOS","Treatment","0","0.00"
"1019147","Mexico","Female","Android","Control","0","0.00"
"1019148","United Kingdom","Female","Android","Control","0","0.00"
"1019149","Australia","Female","iOS","Treatment","0","0.00"
"1019150","USA","Female","iOS","Control","0","0.00"
"1019151","Mexico","Male","Android","Treatment","0","0.00"
"1019152","Germany","","Android","Treatment","0","0.00"
"1019153","Spain","Female","Android","Control","0","0.00"
"1019154","United Kingdom","Female","Android","Control","0","0.00"
"1019155","Germany","Female","Android","Treatment","0","0.00"
"1019156","United Kingdom","Male","Android","Control","0","0.00"
"1019157","Spain","Male","Android","Control","0","0.00"
"1019158","USA","Male","Android","Treatment","0","0.00"
"1019159","United Kingdom","Male","Android","Control","0","0.00"
"1019160","Brazil","Female","Android","Control","0","0.00"
"1019161","France","","iOS","Control","0","0.00"
"1019162","Turkey","","Android","Control","0","0.00"
"1019163","USA","Female","iOS","Treatment","0","0.00"
"1019165","Turkey","Female","Android","Treatment","0","0.00"
"1019166","USA","Other","Android","Treatment","0","0.00"
"1019167","Brazil","Male","Android","Treatment","0","0.00"
"1019168","France","Female","iOS","Control","0","0.00"
"1019169","France","Female","Android","Treatment","0","0.00"
"1019170","USA","","iOS","Control","0","0.00"
"1019171","USA","","Android","Control","0","0.00"
"1019172","USA","","Android","Control","0","0.00"
"1019173","Turkey","Male","Android","Treatment","0","0.00"
"1019174","Canada","Female","Android","Treatment","0","0.00"
"1019175","Brazil","Male","Android","Control","0","0.00"
"1019176","USA","","iOS","Treatment","0","0.00"
"1019177","USA","Female","Android","Control","0","0.00"
"1019178","United Kingdom","Female","Android","Treatment","0","0.00"
"1019179","USA","Male","Android","Treatment","0","0.00"
"1019180","Mexico","Male","iOS","Control","0","0.00"
"1019181","Canada","Female","iOS","Treatment","0","0.00"
"1019182","USA","Male","Android","Treatment","0","0.00"
"1019183","Canada","Male","iOS","Treatment","0","0.00"
"1019184","France","Male","iOS","Treatment","0","0.00"
"1019185","USA","Female","Android","Control","0","0.00"
"1019186","Germany","","Android","Control","0","0.00"
"1019187","Brazil","","iOS","Control","0","0.00"
"1019188","USA","Female","iOS","Control","0","0.00"
"1019189","Brazil","Male","iOS","Control","0","0.00"
"1019190","Brazil","Female","iOS","Control","0","0.00"
"1019191","Mexico","Female","Android","Control","0","0.00"
"1019192","Brazil","Male","Android","Control","0","0.00"
"1019193","USA","Male","iOS","Treatment","0","0.00"
"1019194","USA","Male","Android","Control","0","0.00"
"1019195","Brazil","Male","Android","Control","0","0.00"
"1019197","Spain","","iOS","Control","0","0.00"
"1019198","Brazil","Male","iOS","Treatment","0","0.00"
"1019199","Canada","Male","Android","Control","0","0.00"
"1019200","USA","Female","Android","Control","0","0.00"
"1019201","Mexico","Female","Android","Treatment","0","0.00"
"1019202","Brazil","Male","Android","Treatment","0","0.00"
"1019203","USA","Male","Android","Treatment","0","0.00"
"1019204","Germany","Female","Android","Control","0","0.00"
"1019205","Mexico","Female","Android","Treatment","0","0.00"
"1019206","Mexico","Male","Android","Treatment","0","0.00"
"1019207","Germany","Female","iOS","Treatment","0","0.00"
"1019208","USA","Male","Android","Control","0","0.00"
"1019211","Brazil","Male","Android","Control","0","0.00"
"1019213","United Kingdom","Male","Android","Treatment","0","0.00"
"1019214","USA","","Android","Control","0","0.00"
"1019215","Canada","","Android","Control","0","0.00"
"1019216","Germany","","Android","Treatment","0","0.00"
"1019217","Mexico","","iOS","Control","0","0.00"
"1019218","USA","Female","iOS","Treatment","0","0.00"
"1019219","United Kingdom","Female","Android","Treatment","0","0.00"
"1019220","Brazil","Female","Android","Control","0","0.00"
"1019221","USA","Female","iOS","Treatment","0","0.00"
"1019222","Mexico","","Android","Control","0","0.00"
"1019223","USA","Male","Android","Control","0","0.00"
"1019224","","Male","Android","Treatment","0","0.00"
"1019225","Mexico","Female","Android","Control","0","0.00"
"1019226","Brazil","Female","Android","Treatment","0","0.00"
"1019227","Germany","Male","Android","Control","0","0.00"
"1019228","USA","Female","Android","Control","0","0.00"
"1019229","Brazil","Male","Android","Control","0","0.00"
"1019230","Canada","Male","iOS","Control","0","0.00"
"1019231","USA","Male","Android","Control","0","0.00"
"1019232","Brazil","Male","Android","Treatment","0","0.00"
"1019233","Canada","","iOS","Treatment","0","0.00"
"1019234","Brazil","Male","iOS","Treatment","0","0.00"
"1019235","USA","Female","Android","Control","0","0.00"
"1019236","Turkey","Female","Android","Treatment","0","0.00"
"1019237","USA","Female","Android","Treatment","0","0.00"
"1019238","France","Female","Android","Treatment","0","0.00"
"1019239","Brazil","Other","Android","Treatment","0","0.00"
"1019240","Germany","Male","Android","Control","0","0.00"
"1019241","Spain","Male","iOS","Treatment","0","0.00"
"1019242","Spain","Other","iOS","Treatment","0","0.00"
"1019243","Mexico","","Android","Treatment","0","0.00"
"1019244","Brazil","Male","Android","Control","0","0.00"
"1019245","Turkey","Female","Android","Treatment","0","0.00"
"1019246","Brazil","Male","Android","Treatment","0","0.00"
"1019247","Brazil","Female","Android","Control","0","0.00"
"1019248","United Kingdom","Male","Android","Treatment","0","0.00"
"1019249","Mexico","Other","Android","Treatment","0","0.00"
"1019250","USA","","Android","Control","0","0.00"
"1019251","","","iOS","Treatment","0","0.00"
"1019252","Mexico","Male","Android","Treatment","0","0.00"
"1019253","Germany","Male","Android","Treatment","0","0.00"
"1019254","Canada","Male","iOS","Treatment","0","0.00"
"1019255","Germany","Male","Android","Control","0","0.00"
"1019257","France","Female","iOS","Treatment","0","0.00"
"1019258","Mexico","Male","iOS","Control","0","0.00"
"1019259","France","Female","Android","Treatment","0","0.00"
"1019260","Brazil","","iOS","Treatment","0","0.00"
"1019261","Brazil","Male","Android","Treatment","0","0.00"
"1019262","USA","Female","Android","Control","0","0.00"
"1019263","Mexico","Male","Android","Control","0","0.00"
"1019264","USA","Female","Android","Treatment","0","0.00"
"1019265","USA","Female","iOS","Control","0","0.00"
"1019266","Turkey","Female","iOS","Treatment","0","0.00"
"1019267","United Kingdom","Female","Android","Treatment","0","0.00"
"1019268","USA","Male","Android","Control","0","0.00"
"1019269","Brazil","","Android","Control","0","0.00"
"1019270","Brazil","Male","Android","Control","0","0.00"
"1019271","Mexico","","iOS","Treatment","0","0.00"
"1019272","Canada","Female","Android","Control","0","0.00"
"1019273","Brazil","Female","iOS","Control","0","0.00"
"1019274","Germany","Other","iOS","Treatment","0","0.00"
"1019275","United Kingdom","Male","iOS","Control","0","0.00"
"1019276","France","Male","Android","Treatment","0","0.00"
"1019277","USA","Male","Android","Treatment","0","0.00"
"1019279","Germany","Male","iOS","Treatment","0","0.00"
"1019280","Turkey","Male","Android","Control","0","0.00"
"1019281","USA","Female","iOS","Control","0","0.00"
"1019283","USA","Male","Android","Treatment","0","0.00"
"1019284","Brazil","Male","iOS","Control","0","0.00"
"1019285","France","Male","Android","Control","0","0.00"
"1019286","USA","Female","iOS","Control","0","0.00"
"1019287","","","Android","Control","0","0.00"
"1019288","USA","Female","Android","Treatment","0","0.00"
"1019289","Mexico","Male","Android","Treatment","0","0.00"
"1019290","France","","Android","Control","0","0.00"
"1019291","France","Male","Android","Treatment","0","0.00"
"1019292","Turkey","Female","iOS","Control","0","0.00"
"1019293","USA","Female","iOS","Control","0","0.00"
"1019294","Mexico","Female","Android","Control","0","0.00"
"1019295","Germany","Male","iOS","Treatment","0","0.00"
"1019296","Germany","Female","iOS","Treatment","0","0.00"
"1019297","Mexico","Male","iOS","Control","0","0.00"
"1019298","USA","Male","iOS","Control","0","0.00"
"1019299","Canada","","Android","Treatment","0","0.00"
"1019300","Brazil","Male","Android","Treatment","0","0.00"
"1019302","Brazil","Male","iOS","Control","0","0.00"
"1019303","Mexico","Female","Android","Treatment","0","0.00"
"1019304","USA","Male","Android","Control","0","0.00"
"1019305","Mexico","Male","Android","Control","0","0.00"
"1019306","Australia","Female","Android","Control","0","0.00"
"1019307","USA","Female","Android","Treatment","0","0.00"
"1019308","USA","Female","iOS","Treatment","0","0.00"
"1019310","USA","Male","Android","Treatment","0","0.00"
"1019311","Canada","Female","iOS","Control","0","0.00"
"1019312","France","Female","Android","Treatment","0","0.00"
"1019313","Brazil","Male","iOS","Treatment","0","0.00"
"1019314","USA","Male","iOS","Treatment","0","0.00"
"1019315","Brazil","Male","iOS","Treatment","0","0.00"
"1019316","Turkey","Female","Android","Control","0","0.00"
"1019317","Canada","Male","","Control","0","0.00"
"1019318","USA","Male","Android","Treatment","0","0.00"
"1019319","USA","Male","Android","Control","0","0.00"
"1019320","USA","","Android","Treatment","0","0.00"
"1019321","Brazil","Female","Android","Control","0","0.00"
"1019322","Germany","","Android","Control","0","0.00"
"1019323","USA","","Android","Treatment","0","0.00"
"1019324","USA","Female","iOS","Control","0","0.00"
"1019325","USA","Male","Android","Treatment","0","0.00"
"1019326","Germany","Male","Android","Control","0","0.00"
"1019327","USA","Male","iOS","Control","0","0.00"
"1019328","Turkey","Male","iOS","Treatment","0","0.00"
"1019329","Canada","","Android","Treatment","0","0.00"
"1019330","United Kingdom","Female","Android","Control","0","0.00"
"1019331","Turkey","Male","Android","Control","0","0.00"
"1019332","France","Female","iOS","Control","0","0.00"
"1019333","Brazil","Female","Android","Treatment","0","0.00"
"1019334","United Kingdom","Male","Android","Control","0","0.00"
"1019335","France","Male","Android","Treatment","0","0.00"
"1019336","USA","Female","Android","Control","0","0.00"
"1019337","USA","Female","Android","Treatment","0","0.00"
"1019338","Brazil","","Android","Control","0","0.00"
"1019339","Brazil","Male","iOS","Treatment","0","0.00"
"1019340","United Kingdom","Female","Android","Control","0","0.00"
"1019341","Brazil","Female","Android","Treatment","0","0.00"
"1019342","France","Male","Android","Treatment","0","0.00"
"1019344","Brazil","Female","iOS","Treatment","0","0.00"
"1019345","Germany","Female","iOS","Treatment","0","0.00"
"1019346","USA","Male","Android","Treatment","0","0.00"
"1019347","USA","Female","iOS","Control","0","0.00"
"1019348","Brazil","","Android","Treatment","0","0.00"
"1019350","Brazil","Female","iOS","Treatment","0","0.00"
"1019351","Germany","","","Treatment","0","0.00"
"1019352","Mexico","Male","Android","Treatment","0","0.00"
"1019353","Germany","Female","Android","Control","0","0.00"
"1019354","Mexico","Male","Android","Treatment","0","0.00"
"1019355","Turkey","Female","Android","Control","0","0.00"
"1019356","Spain","Female","iOS","Control","0","0.00"
"1019357","USA","Female","Android","Control","0","0.00"
"1019358","Turkey","Male","Android","Control","0","0.00"
"1019359","Turkey","Female","iOS","Treatment","0","0.00"
"1019360","USA","Female","iOS","Control","0","0.00"
"1019361","Mexico","Female","iOS","Control","0","0.00"
"1019362","Mexico","","iOS","Treatment","0","0.00"
"1019363","USA","Female","iOS","Control","0","0.00"
"1019364","Germany","Female","iOS","Control","0","0.00"
"1019365","Mexico","Female","iOS","Treatment","0","0.00"
"1019366","USA","Female","iOS","Control","0","0.00"
"1019368","Germany","Male","Android","Control","0","0.00"
"1019369","Mexico","Female","Android","Control","0","0.00"
"1019370","Brazil","Male","iOS","Treatment","0","0.00"
"1019371","Germany","Male","Android","Control","0","0.00"
"1019373","Spain","Female","Android","Treatment","0","0.00"
"1019374","Brazil","Female","Android","Control","0","0.00"
"1019376","Brazil","","Android","Control","0","0.00"
"1019377","Brazil","Male","iOS","Treatment","0","0.00"
"1019378","Mexico","","iOS","Control","0","0.00"
"1019379","USA","Female","Android","Treatment","0","0.00"
"1019380","Turkey","Male","Android","Control","0","0.00"
"1019381","Brazil","Male","Android","Treatment","0","0.00"
"1019382","Brazil","Female","Android","Treatment","0","0.00"
"1019383","France","","Android","Control","0","0.00"
"1019384","Turkey","","Android","Treatment","0","0.00"
"1019385","Brazil","","iOS","Control","0","0.00"
"1019386","USA","Female","iOS","Treatment","0","0.00"
"1019387","Canada","Male","Android","Control","0","0.00"
"1019389","USA","Male","Android","Treatment","0","0.00"
"1019390","USA","Female","Android","Control","0","0.00"
"1019391","Australia","Male","Android","Treatment","0","0.00"
"1019392","USA","","Android","Control","0","0.00"
"1019393","Turkey","Female","Android","Control","0","0.00"
"1019394","Spain","","iOS","Treatment","0","0.00"
"1019395","Brazil","Male","iOS","Treatment","0","0.00"
"1019396","","Male","Android","Control","0","0.00"
"1019397","USA","Male","Android","Treatment","0","0.00"
"1019398","Brazil","","iOS","Treatment","0","0.00"
"1019399","United Kingdom","Male","Android","Control","0","0.00"
"1019400","France","Male","iOS","Control","0","0.00"
"1019401","Brazil","Female","iOS","Treatment","0","0.00"
"1019402","Germany","Female","iOS","Control","0","0.00"
"1019404","Mexico","Female","iOS","Treatment","0","0.00"
"1019405","USA","Female","iOS","Treatment","0","0.00"
"1019407","Turkey","Female","iOS","Control","0","0.00"
"1019408","USA","Female","Android","Control","0","0.00"
"1019409","France","Female","Android","Treatment","0","0.00"
"1019410","","Female","Android","Control","0","0.00"
"1019411","Mexico","Female","iOS","Control","0","0.00"
"1019412","Mexico","","Android","Treatment","0","0.00"
"1019413","USA","Female","Android","Control","0","0.00"
"1019414","USA","Male","Android","Control","0","0.00"
"1019415","France","","Android","Treatment","0","0.00"
"1019416","USA","","iOS","Treatment","0","0.00"
"1019417","Brazil","Female","Android","Control","0","0.00"
"1019418","United Kingdom","","Android","Treatment","0","0.00"
"1019420","Brazil","Male","iOS","Treatment","0","0.00"
"1019421","USA","Male","Android","Treatment","0","0.00"
"1019423","","Male","Android","Treatment","0","0.00"
"1019424","USA","Female","iOS","Treatment","0","0.00"
"1019425","USA","Female","iOS","Treatment","0","0.00"
"1019426","Brazil","Male","Android","Control","0","0.00"
"1019427","Germany","Male","Android","Control","0","0.00"
"1019428","France","","Android","Control","0","0.00"
"1019429","Turkey","Male","Android","Treatment","0","0.00"
"1019430","France","Male","Android","Treatment","0","0.00"
"1019431","USA","Male","Android","Treatment","0","0.00"
"1019432","Mexico","Female","iOS","Treatment","0","0.00"
"1019433","Canada","Female","Android","Treatment","0","0.00"
"1019434","USA","","iOS","Treatment","0","0.00"
"1019435","USA","Male","iOS","Control","0","0.00"
"1019436","France","Male","Android","Control","0","0.00"
"1019437","USA","Female","iOS","Control","0","0.00"
"1019438","Germany","Other","Android","Control","0","0.00"
"1019439","USA","","Android","Treatment","0","0.00"
"1019440","USA","Male","Android","Control","0","0.00"
